ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2021年1月31日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月1日,月曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月2日,火曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月3日,水曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月4日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月5日,金曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月6日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2021年2月6日,土曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,
1,2021年2月7日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2021年2月7日,日曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,小児科,09:00〜17:00,
3,2021年2月7日,日曜日,松浦医院,今治市上浦町井口５３００番地,0897-87-3350,0897-87-3350,指定なし,09:00〜17:00,
1,2021年2月8日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月9日,火曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月10日,水曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2021年2月11日,祝日,大三島中央病院,今治市大三島町宮浦５３１８−１,0897-82-1111,0897-82-1111,指定なし,09:00〜17:00,
3,2021年2月11日,祝日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,,17:30〜翌日08:30
