ID,日付,曜日,病院名,住所,TEL（昼）,TEL（夜）,科目,日中,夜間
1,2020年8月24日,月曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年8月25日,火曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年8月26日,水曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年8月27日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年8月28日,金曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年8月29日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年8月29日,土曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,
1,2020年8月30日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年8月30日,日曜日,片山医院,今治市吉海町幸新田７１,0897-84-2620,,指定なし,09:00〜17:00,
3,2020年8月30日,日曜日,丹こどもクリニック,今治市末広町３丁目４の１２,0898-23-3200,,小児科,09:00〜17:00,
1,2020年8月31日,月曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月1日,火曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月2日,水曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月3日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月4日,金曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月5日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年9月5日,土曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,
1,2020年9月6日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
3,2020年9月6日,日曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,小児科,09:00〜17:00,
3,2020年9月6日,日曜日,はかた外科,今治市伯方町叶浦甲１６６７−２５,0897-72-1711,,指定なし,09:00〜17:00,
1,2020年9月7日,月曜日,瀬戸内海病院,今治市北宝来町２−４−９,0898-23-0655,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月8日,火曜日,済生会今治病院,今治市喜田村７丁目１番６号,0898-47-2500,0898-47-2500,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月9日,水曜日,今治セントラルクリニック,今治市松本町２丁目６番地６,0898-22-5251,0898-34-0088,指定なし,,17:15〜22:30
3,2020年9月9日,水曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:15,22:30〜翌日08:30
1,2020年9月10日,木曜日,白石病院,今治市松本町１−５−９,0898-32-4135,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月11日,金曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月12日,土曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,,17:30〜翌日08:30
3,2020年9月12日,土曜日,今治第一病院,今治市宮下町１―１―２１,0898-23-2000,,指定なし,08:30〜17:30,
1,2020年9月13日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,指定なし,08:30〜17:30,17:30〜翌日08:30
2,2020年9月13日,日曜日,今治市医師会市民病院,今治市別宮町７−１−４０,0898-22-7611,,内科,09:00〜17:30,
3,2020年9月13日,日曜日,しのざき整形外科,今治市伯方町伊方甲１０２２−１,0897-73-1221,0897-73-1221,指定なし,09:00〜17:00,
3,2020年9月13日,日曜日,みぶ小児科,今治市北宝来町三丁目１番２７号,0898-23-7525,,小児科,09:00〜17:00,
1,2020年9月14日,月曜日,広瀬病院,今治市喜田村６丁目５番１号,0898-47-0100,0898-47-0100,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月15日,火曜日,県立今治病院,今治市石井町４−５−５,0898-32-7111,0898-32-7111,指定なし,08:30〜17:30,17:30〜翌日08:30
1,2020年9月16日,水曜日,木原病院,今治市別宮町３−７−８,0898-23-0634,,指定なし,08:30〜17:30,17:30〜翌日08:30
